Fecha,Valor,ID
03-2012,9.655048950360428,41
04-06-2018,-9.371645401040857,90
11-2016,-2.5550308165602003,41
28-09-2011,-1.649222681256665,94
13-12-2013,6.999457725270197,96
19-12-2014,-11.536836201158277,95
10-05-2017,-16.904577446676118,87
15-03-2014,-3.7204070898373005,82
13-04-2018,-2.0713189668709124,88
24-06-2013,11.073285997214331,98
11-10-2016,-2.633079969468644,91
06-08-2019,-5.720393605503389,99
08-12-2013,1.1557159768351921,77
29-10-2012,3.871972268621224,82
26-03-2012,-14.907382882106644,82
31-05-2018,6.420013909952415,92
28-11-2015,1.5522458139562314,95
24-12-2015,6.097720930343251,85
03-2015,1.2674616123923337,2
27-06-2015,-0.11609813102623723,81
09-01-2018,7.4978303349000175,85
12-11-2018,3.0274697086190487,76
02-10-2014,1.204714995325599,94
15-03-2015,-0.6087708969750155,89
15-06-2013,9.249887671827857,98
01-06-2015,-4.974708801714923,84
15-01-2019,-3.839124242438526,80
25-07-2016,-5.368709520730234,95
17-09-2018,1.7739455798309525,99
07-08-2015,-0.7561438044079596,93
25-02-2017,-4.216066435042882,77
09-03-2013,-7.343522655204507,73
26-08-2018,-1.344022383043269,76
30-05-2017,-8.922179163983623,97
19-02-2013,6.004127024343674,86
12-10-2016,7.999833139821439,79
27-06-2012,-5.487488585086417,97
02-2015,7.800359047662468,17
04-09-2017,1.9687465372859254,92
19-05-2016,-12.334627896007408,93
06-10-2014,9.411525421502395,76
10-02-2013,-0.02928537191445167,94
27-02-2018,-8.073656227771696,77
30-07-2010,9.551344492213953,98
10-06-2016,-0.9182670593636755,87
03-2018,2.214629868489685,64
10-07-2013,-2.5602364468456305,83
11-10-2010,-0.23100420694575163,77
04-01-2012,-1.0414849100141041,91
01-07-2014,3.284513440666095,96
15-04-2013,-15.241731083256886,81
19-11-2015,0.5841604394872073,85
05-01-2016,-15.559396408364004,79
30-08-2014,3.3094032368277757,86
12-01-2015,-1.0262208240386101,95
02-2014,-1.8332542064136077,13
25-10-2011,-1.3680166561012297,91
13-12-2016,6.659167078753119,72
18-04-2018,3.1267363963063635,79
09-08-2014,-9.327725917632488,97
25-04-2011,-11.5842890158905,81
28-06-2016,-6.225987446393918,73
08-12-2017,-22.85953716768995,93
09-11-2016,10.304517549773783,84
14-12-2017,-7.767147735721269,90
28-06-2015,13.947326453364624,72
13-05-2016,-10.15995434056769,78
06-03-2013,-28.61340389482722,81
08-2015,1.8339544922304407,69
07-11-2012,-5.49705649188764,77
08-07-2016,-4.870102496650386,73
19-03-2013,-3.7075435586457957,90
08-2014,6.606458860564275,44
25-10-2013,-3.252733799993945,82
01-03-2012,0.7097473871992922,94
22-05-2017,-19.123634269382332,71
12-02-2013,-4.332682738244557,75
24-09-2020,-3.03592151480375,71
05-04-2016,-6.648174485902318,99
15-08-2014,4.722738094507492,85
27-04-2017,-12.714687171921215,95
11-08-2011,2.425796562089044,94
21-11-2014,1.8244750328608148,91
23-01-2018,-10.65055414831334,99
04-01-2015,6.430991857012148,89
03-07-2018,11.401675391753429,79
14-11-2017,2.057155344350722,79
03-07-2012,-5.666800322735811,89
05-08-2018,-0.8464942139261487,85
03-07-2015,-0.39645289739675904,94
